0,1,2,3,shot_id,shot_made_flag
1.147021855448548,0.5976161709219537,-0.3176276179736909,0.05373796462506246,2,0.0
0.5402625984213242,0.42101263130763306,0.16851049068619522,-0.02459108454463571,3,1.0
0.3293314734917624,-0.47277334374541696,0.3598871483221334,-0.02559477167847027,4,0.0
0.24605844077515146,0.006512975546953015,-0.33878708343103986,-0.03282310048084419,5,1.0
0.9668306972318144,0.5512945676491576,-0.36652697745249807,0.037765780765677576,6,0.0
0.8170356773208831,0.009581873705544267,-0.30983630603956674,-0.009733963341476916,7,1.0
0.19738214119521116,0.2784782191864035,0.05748425743119569,-0.03981430248795348,9,1.0
-0.3973514399932981,0.15898876465765746,0.10221588162159266,-0.03721092912427997,10,0.0
-0.7988694317078067,0.41611171045604234,0.5047465579214628,-0.0033585605010101726,11,0.0
1.255266825227828,-0.40887527116650113,0.21486936528350645,0.0314318646308859,12,1.0
0.4109010193877478,0.28699493725349856,0.0742095213470334,-0.03486790887503317,13,1.0
-0.5679260492201136,0.36197333357718886,-0.37786311387234234,0.000818045068387209,14,0.0
-0.9136958033419585,0.0997833931180034,-0.216924435366991,0.0006677054227691367,15,0.0
-1.0518236372718828,-0.19027521774966566,0.35025935292610744,0.008486304769564013,16,0.0
0.7607751582096012,0.501631536653901,0.5172925201313455,-0.006244408335209874,18,1.0
1.3689730472751869,0.52590231370805,0.058251992841004234,0.0508258028154735,19,0.0
1.0650007793543266,0.0337723697561534,0.24507290117846037,-0.0015041410175658382,21,0.0
0.8309453561346627,-0.4631999058825624,0.19898117561701528,-0.0023009058579020886,22,0.0
0.5894634539615917,0.09500568251214347,0.09189359971073598,-0.03331529511998778,23,1.0
0.09465951373806185,0.45487936826665004,0.20428845215621078,-0.034006475598364595,24,1.0
-0.023552782070237945,0.19520414088600407,-0.12045713660831452,-0.03932460885203834,25,1.0
-0.5994700855439344,0.0022874951714556557,-0.37880553331221667,-0.015151048395517099,26,0.0
-0.7612549458233678,0.26960650294683236,0.35312580091647344,-0.014657350415158707,27,0.0
-1.1115029975918136,0.7407283004228866,0.2763100164544057,0.043581135076885304,28,0.0
0.6554678799145082,-0.27000692412299326,0.35405506631318434,-0.023557118119180077,29,0.0
0.23843463104114912,0.016040860133193186,-0.0075856071706257525,-0.043772470922748496,30,0.0
-0.8921043387806572,-0.4596660880517845,-0.3478888905751123,0.029405069914865384,31,1.0
-1.088697663082451,-0.47648430771035377,-0.24069743577661798,0.04045772144282636,32,0.0
-0.43500071815357844,-0.29901776161954835,0.35184995211260595,-0.02936003118931558,39,1.0
-1.2318136246573026,0.16731124607197523,0.6292590270419677,0.031998301769714,40,1.0
1.313755169298702,0.6823272959327888,-0.06701798764883515,0.062209374613490284,41,0.0
1.113441391531493,-0.01388794791538349,-0.27778211812050285,0.013298908075901426,42,1.0
0.8106425568728403,-0.5219027892135722,0.2241761217400441,0.0002481186178776573,43,1.0
0.7276819244447706,-0.17165430864185804,-0.24697598606363952,-0.011663707842764657,44,0.0
-0.42907612996471256,0.019432946749480096,-0.3566056952386597,-0.02423987037290901,46,1.0
-0.5280077014848528,0.0189383315107725,-0.3610987221536882,-0.019541799046852076,47,0.0
-0.5939144479521579,0.000727407714827745,-0.3439718286764006,-0.017140580934075923,48,1.0
-0.09961771634336586,-0.4260153064862301,0.12872025834674083,-0.030896337023398515,49,1.0
-0.9365645210182271,-0.0009587189542345359,-0.3591004968775181,0.0075334551147754475,51,0.0
-0.9439011539778452,0.048675825495350114,-0.3618629417752138,0.009134541022535865,52,0.0
1.172098203802334,-0.061529540973678506,-0.02356686176614175,0.011403837226505259,53,0.0
